label,clients,duration_s,rate_per_client,sent,received,recv_per_sec,p50_us,p95_us,p99_us,p99_9_us,max_us
mutex,N=10,10,15,0,409972,5707381,380492.1,14237695,30228479,39092223,43581439,43745279
mutex,N=25,25,15,0,422244,14414717,960981.1,43778047,60030975,60030975,60030975,60030975
mutex,N=50,50,15,0,756827,33941794,2262786.3,60030975,60030975,60030975,60030975,60030975
mutex,N=100,100,15,0,2932461,84356457,5623763.8,60030975,60030975,60030975,60030975,60030975
