label,clients,duration_s,rate_per_client,sent,received,recv_per_sec,p50_us,p95_us,p99_us,p99_9_us,max_us
mutex-NCUS1,N=100,R=5,100,240,5000,120100,36223208,150930.0,60030975,60030975,60030975,60030975,60030975
mutex-NCUS2,N=100,R=5,100,240,5000,120100,36212077,150883.7,60030975,60030975,60030975,60030975,60030975
mutex-NCUS3,N=100,R=5,100,240,5000,120100,36214263,150892.8,60030975,60030975,60030975,60030975,60030975
broadcast-NCUS1,N=100,R=5,100,240,5000,120100,36002479,150010.3,66431,89663,97983,108223,60030975
broadcast-NCUS2,N=100,R=5,100,240,5000,120100,36015175,150063.2,66495,89663,98047,108287,60030975
broadcast-NCUS3,N=100,R=5,100,240,5000,120100,36014188,150059.1,65983,89279,97663,108095,60030975
